material,frequency,reflection_eff
polyimide,10.010000228882,13.730305169370
polyimide,11.012999534607,5.5003887181190
polyimide,12.015999794006,7.2112209800055
polyimide,13.001999855042,22.103530976382
polyimide,14.005000114441,5.9919980768987
polyimide,15.008000373840,6.2428718260894
polyimide,16.010999679565,28.300278529068
polyimide,17.013999938965,6.7442559576100
polyimide,18.000000000000,5.6993363387402
PTFE,1.0000000000000,12.442617622140
PTFE,2.0030000209808,8.7415378433662
PTFE,3.0060000419617,11.220828845268
PTFE,4.0089998245239,29.949735720957
PTFE,5.0120000839233,13.086282213288
PTFE,6.0149998664856,8.9840648439128
PTFE,7.0009999275208,10.533768661236
PTFE,8.0039997100830,22.949448315633
PTFE,9.0069999694824,14.219527569623
PTFE,10.010000228882,9.1428550121703
PTFE,11.012999534607,10.148884343252
PTFE,12.015999794006,19.985432160508
PTFE,13.001999855042,15.591250382749
PTFE,14.005000114441,9.2981401319797
PTFE,15.008000373840,9.8302981978646
PTFE,16.010999679565,18.121046408063
PTFE,17.013999938965,16.926070056977
PTFE,18.000000000000,9.4450726729930
quartz,1.0000000000000,5.6690332999826
quartz,2.0030000209808,5.4538897266988
quartz,3.0060000419617,23.322643818763
quartz,4.0089998245239,6.0757665666127
quartz,5.0120000839233,5.1818760243517
quartz,6.0149998664856,18.089550882562
quartz,7.0009999275208,6.7171705722375
quartz,8.0039997100830,4.9822162320042
quartz,9.0069999694824,14.494716880554
quartz,10.010000228882,7.3051603272884
quartz,11.012999534607,4.8995374457178
quartz,12.015999794006,12.612132558658
quartz,13.001999855042,8.0507321668569
quartz,14.005000114441,4.8650963276240
quartz,15.008000373840,11.025675466235
quartz,16.010999679565,8.5672876822065
quartz,17.013999938965,4.8842718559658
quartz,18.000000000000,10.019347188679
rogers_2929,1.0000000000000,7.6275951011172
rogers_2929,2.0030000209808,6.2662604216879
rogers_2929,3.0060000419617,12.946459181253
rogers_2929,4.0089998245239,11.608330954672
rogers_2929,5.0120000839233,6.1950947236320
rogers_2929,6.0149998664856,8.2000552742140
rogers_2929,7.0009999275208,27.994309051493
rogers_2929,8.0039997100830,7.3726062758966
rogers_2929,9.0069999694824,6.4659192397068
rogers_2929,10.010000228882,14.773342406660
rogers_2929,11.012999534607,10.620350075641
rogers_2929,12.015999794006,6.1921294184776
rogers_2929,13.001999855042,8.9001678170835
rogers_2929,14.005000114441,20.588102434700
rogers_2929,15.008000373840,6.9918520326832
rogers_2929,16.010999679565,6.8634308213114
rogers_2929,17.013999938965,18.707992618459
rogers_2929,18.000000000000,9.3791727420159
rubber,1.0000000000000,7.6272151845800
rubber,2.0030000209808,6.2482327195906
rubber,3.0060000419617,12.929995646052
rubber,4.0089998245239,11.508611706559
rubber,5.0120000839233,6.1358811665146
rubber,6.0149998664856,8.1613435079007
rubber,7.0009999275208,27.091888209457
rubber,8.0039997100830,7.2269773731566
rubber,9.0069999694824,6.3855720073207
rubber,10.010000228882,14.988206287285
rubber,11.012999534607,10.273204570325
rubber,12.015999794006,6.0491858451064
rubber,13.001999855042,8.9171751977879
rubber,14.005000114441,19.314963238188
rubber,15.008000373840,6.7249645634017
rubber,16.010999679565,6.7813303574943
rubber,17.013999938965,19.905525991928
rubber,18.000000000000,8.8478499595038
schott_B_270,1.0000000000000,1.4560842306530
schott_B_270,2.0030000209808,1.1058547662584
schott_B_270,3.0060000419617,7.9133478125828
schott_B_270,4.0089998245239,2.0940775355257
schott_B_270,5.0120000839233,1.0934179274041
schott_B_270,6.0149998664856,3.3873209818102
schott_B_270,7.0009999275208,3.4965585910146
schott_B_270,8.0039997100830,1.1467060483556
schott_B_270,9.0069999694824,2.1489245081693
schott_B_270,10.010000228882,10.803548319280
schott_B_270,11.012999534607,1.4546143067079
schott_B_270,12.015999794006,1.4504279365856
schott_B_270,13.001999855042,10.258726234578
schott_B_270,14.005000114441,2.6161729069232
schott_B_270,15.008000373840,1.3923571266543
schott_B_270,16.010999679565,2.9729152424404
schott_B_270,17.013999938965,10.149650255457
schott_B_270,18.000000000000,1.8897255735372
silicon,1.0000000000000,1.4091294633385
silicon,2.0030000209808,4.6680381094926
silicon,3.0060000419617,2.5055596320744
silicon,4.0089998245239,1.9522857128704
silicon,4.9949998855591,5.6290624983771
silicon,5.0120000839233,6.1620390501099
silicon,6.0149998664856,1.5264272285979
silicon,7.0009999275208,16.149591488332
silicon,8.0039997100830,1.6125129584495
silicon,9.0069999694824,3.4855595856922
silicon,10.010000228882,2.8154327287897
silicon,11.012999534607,1.7893048143742
silicon,12.015999794006,10.525792359074
silicon,13.001999855042,1.4571985153023
silicon,14.005000114441,7.8434739686878
silicon,15.008000373840,1.8990015818347
silicon,16.010999679565,2.4789117319282
silicon,17.013999938965,4.8790601620321
silicon,18.000000000000,1.3341041923111
ST37,1.0000000000000,82.110180966394
ST37,2.0030000209808,94.175341241222
ST37,3.0060000419617,98.122835478125
ST37,4.0089998245239,108.48958173398
ST37,5.0120000839233,108.09985529939
ST37,6.0149998664856,116.53951234757
ST37,7.0009999275208,115.40230477864
ST37,8.0039997100830,119.88493127226
ST37,9.0069999694824,120.09808150685
ST37,10.010000228882,120.69538235584
ST37,11.012999534607,123.35477098427
ST37,12.015999794006,120.77050494177
ST37,13.001999855042,121.82385844906
ST37,14.005000114441,118.88592204813
ST37,15.008000373840,117.85828381768
ST37,16.010999679565,113.66904721630
ST37,17.013999938965,111.51005927171
ST37,18.000000000000,107.06606052278
STACEM_56NF01G,1.0000000000000,6.3492844036629
STACEM_56NF01G,2.0030000209808,4.6962533280881
STACEM_56NF01G,3.0060000419617,4.6476434412109
STACEM_56NF01G,4.0089998245239,4.4726720782636
STACEM_56NF01G,5.0120000839233,4.3231856813527
STACEM_56NF01G,6.0149998664856,4.2010481495069
STACEM_56NF01G,7.0009999275208,4.1026809320722
STACEM_56NF01G,8.0039997100830,4.0117197666814
STACEM_56NF01G,9.0069999694824,3.9307553859474
STACEM_56NF01G,10.010000228882,3.8575622113458
STACEM_56NF01G,11.012999534607,3.7901308862107
STACEM_56NF01G,12.015999794006,3.7263185278021
STACEM_56NF01G,13.001999855042,3.6652972762900
STACEM_56NF01G,14.005000114441,3.5991728507755
STACEM_56NF01G,15.008000373840,3.5255370020265
STACEM_56NF01G,16.010999679565,3.4370012249242
STACEM_56NF01G,17.013999938965,3.3219952081512
STACEM_56NF01G,18.000000000000,3.1519590515578
sulfur_hexafluoride,1.0000000000000,63.799427602498
sulfur_hexafluoride,2.0030000209808,59.991131517921
sulfur_hexafluoride,3.0060000419617,59.474997833062
sulfur_hexafluoride,4.0089998245239,61.331730087014
sulfur_hexafluoride,5.0120000839233,67.048962920334
sulfur_hexafluoride,6.0149998664856,84.378568428783
sulfur_hexafluoride,7.0009999275208,65.689409837611
sulfur_hexafluoride,8.0039997100830,61.425788677931
sulfur_hexafluoride,9.0069999694824,60.331570135997
sulfur_hexafluoride,10.010000228882,61.535311790977
sulfur_hexafluoride,11.012999534607,66.042955740931
sulfur_hexafluoride,12.015999794006,94.598334738363
sulfur_hexafluoride,13.001999855042,66.304137525229
sulfur_hexafluoride,14.005000114441,60.944943120508
sulfur_hexafluoride,15.008000373840,59.315151015494
sulfur_hexafluoride,16.010999679565,60.467438391110
sulfur_hexafluoride,17.013999938965,66.134605104765
sulfur_hexafluoride,18.000000000000,67.626999845991
taconic_CER10,1.0000000000000,1.7098735958029
taconic_CER10,2.0030000209808,12.389139970362
taconic_CER10,3.0060000419617,1.9141912692888
taconic_CER10,4.0089998245239,7.0223350766959
taconic_CER10,5.0120000839233,2.2204171548628
taconic_CER10,6.0149998664856,4.5192977676731
taconic_CER10,7.0009999275208,2.5680838042248
taconic_CER10,8.0039997100830,3.4138048831241
taconic_CER10,9.0069999694824,3.2447481056289
taconic_CER10,10.010000228882,2.7230141719131
taconic_CER10,11.012999534607,4.6568969168896
taconic_CER10,12.015999794006,2.3261162915619
taconic_CER10,13.001999855042,7.1498136982459
taconic_CER10,14.005000114441,2.0767417503237
taconic_CER10,15.008000373840,13.755612839732
taconic_CER10,16.010999679565,1.9299404882506
taconic_CER10,17.013999938965,18.690596710738
taconic_CER10,18.000000000000,2.0233733143028
