material,frequency,shielding_eff
lead_glass,14.005000114441,1.8758536824015
lead_glass,15.008000373840,0.88920234607810
lead_glass,16.010999679565,2.9672374323369
lead_glass,17.013999938965,0.050020990720333
lead_glass,18.000000000000,2.9056391222252
loamy_soi,1.0000000000000,6.4522568497655
loamy_soi,2.0030000209808,7.5073910080622
loamy_soi,3.0060000419617,6.4895666279278
loamy_soi,4.0089998245239,9.7007631276246
loamy_soi,5.0120000839233,10.732721714101
loamy_soi,6.0149998664856,11.878549453942
loamy_soi,7.0009999275208,14.041425262868
loamy_soi,8.0039997100830,15.274733429939
loamy_soi,9.0069999694824,17.195122516407
loamy_soi,10.010000228882,18.784977136025
loamy_soi,11.012999534607,20.236442234977
loamy_soi,12.015999794006,21.811168792368
loamy_soi,13.001999855042,23.324082429676
loamy_soi,14.005000114441,25.032294680502
loamy_soi,15.008000373840,26.447446906711
loamy_soi,16.010999679565,27.488288875079
loamy_soi,17.013999938965,28.661972724545
loamy_soi,18.000000000000,31.191811918273
mica,1.0000000000000,2.9324603179874
mica,2.0030000209808,1.0608008867401
mica,3.0060000419617,1.6669130698912
mica,4.0089998245239,2.6787562986214
mica,5.0120000839233,0.17670449948279
mica,6.0149998664856,3.0442912376509
mica,7.0009999275208,0.55141886387176
mica,8.0039997100830,2.2340612456628
mica,9.0069999694824,2.2448507973827
mica,10.010000228882,0.55021264566623
mica,11.012999534607,3.0419802016232
mica,12.015999794006,0.13424210316207
mica,13.001999855042,2.7309426059591
mica,14.005000114441,1.5472674070129
mica,15.008000373840,1.2441626998853
mica,16.010999679565,2.8659112456576
mica,17.013999938965,0.085387866470037
mica,18.000000000000,3.0290399922052
polycarbonate,1.0000000000000,0.68823333235470
polycarbonate,2.0030000209808,1.1390904317464
polycarbonate,3.0060000419617,0.38284622012018
polycarbonate,4.0089998245239,0.30787081646458
polycarbonate,5.0120000839233,1.1356446235042
polycarbonate,6.0149998664856,1.0175840095522
polycarbonate,7.0009999275208,0.36240327557506
polycarbonate,8.0039997100830,0.75196367263223
polycarbonate,9.0069999694824,1.4061665305828
polycarbonate,10.010000228882,0.86101228065049
polycarbonate,11.012999534607,0.53830949882973
polycarbonate,12.015999794006,1.2376162352313
polycarbonate,13.001999855042,1.4360637833953
polycarbonate,14.005000114441,0.75303482398591
polycarbonate,15.008000373840,0.87540285991187
polycarbonate,16.010999679565,1.5930624577510
polycarbonate,17.013999938965,1.2755256327571
polycarbonate,18.000000000000,0.79059831700264
polyimide,1.0000000000000,1.1077038252694
polyimide,2.0030000209808,1.4009161025963
polyimide,3.0060000419617,0.16876492739306
polyimide,4.0089998245239,0.79475140195653
polyimide,5.0120000839233,1.6320764033129
polyimide,6.0149998664856,0.36961786863219
polyimide,7.0009999275208,0.52029324630668
polyimide,8.0039997100830,1.7055824612233
polyimide,9.0069999694824,0.68329074111631
polyimide,10.010000228882,0.34656568048073
polyimide,11.012999534607,1.6268408492721
polyimide,12.015999794006,1.0072172047558
polyimide,13.001999855042,0.26442192621448
polyimide,14.005000114441,1.4215523668020
polyimide,15.008000373840,1.3378388992375
polyimide,16.010999679565,0.28375868524952
polyimide,17.013999938965,1.1992948588663
polyimide,18.000000000000,1.6028370611700
PTFE,1.0000000000000,0.25310498255040
PTFE,2.0030000209808,0.57585241040814
PTFE,3.0060000419617,0.36508093959920
PTFE,4.0089998245239,0.0079119269441966
PTFE,5.0120000839233,0.22336287120443
PTFE,6.0149998664856,0.59722941337188
PTFE,7.0009999275208,0.39394947403575
PTFE,8.0039997100830,0.036419760293322
PTFE,9.0069999694824,0.18386146529937
PTFE,10.010000228882,0.56099789252703
PTFE,11.012999534607,0.44649534336874
PTFE,12.015999794006,0.066951882574779
PTFE,13.001999855042,0.12988611189010
PTFE,14.005000114441,0.54023671562054
PTFE,15.008000373840,0.50119227399682
PTFE,16.010999679565,0.069815570534205
PTFE,17.013999938965,0.11436597062551
PTFE,18.000000000000,0.55864503685913
quartz,1.0000000000000,1.3027826384745
quartz,2.0030000209808,1.4429486310943
quartz,3.0060000419617,0.11192530073403
quartz,4.0089998245239,1.1331055743769
quartz,5.0120000839233,1.5876150443148
quartz,6.0149998664856,0.14952528964640
quartz,7.0009999275208,0.95671312091814
quartz,8.0039997100830,1.7177214768390
quartz,9.0069999694824,0.21996887260199
quartz,10.010000228882,0.82690670122947
quartz,11.012999534607,1.7902971760603
quartz,12.015999794006,0.29214496129574
quartz,13.001999855042,0.68824799502887
quartz,14.005000114441,1.8489055165903
quartz,15.008000373840,0.37633628533283
quartz,16.010999679565,0.61297091742293
quartz,17.013999938965,1.8676089478092
quartz,18.000000000000,0.45399145933218
rogers_2929,1.0000000000000,0.79332203475177
rogers_2929,2.0030000209808,1.2244141562018
rogers_2929,3.0060000419617,0.25609110171979
rogers_2929,4.0089998245239,0.34273981876572
rogers_2929,5.0120000839233,1.2960576648529
rogers_2929,6.0149998664856,0.73375131960098
rogers_2929,7.0009999275208,0.13470256679084
rogers_2929,8.0039997100830,0.94912192110518
rogers_2929,9.0069999694824,1.2301707012766
rogers_2929,10.010000228882,0.28422048241942
rogers_2929,11.012999534607,0.50827772345309
rogers_2929,12.015999794006,1.3888957598753
rogers_2929,13.001999855042,0.71501295498706
rogers_2929,14.005000114441,0.24715034021371
rogers_2929,15.008000373840,1.1326414103376
rogers_2929,16.010999679565,1.1888877837860
rogers_2929,17.013999938965,0.28667867898617
rogers_2929,18.000000000000,0.72140719846891
rubber,1.0000000000000,0.78006777237898
rubber,2.0030000209808,1.2066282750446
rubber,3.0060000419617,0.22442456522605
rubber,4.0089998245239,0.29935610206136
rubber,5.0120000839233,1.2568337201392
rubber,6.0149998664856,0.66822968798854
rubber,7.0009999275208,0.051067836510500
rubber,8.0039997100830,0.87843540013489
rubber,9.0069999694824,1.1409501209468
rubber,10.010000228882,0.15552638945127
rubber,11.012999534607,0.39763106118706
rubber,12.015999794006,1.2879735164597
rubber,13.001999855042,0.55164663842326
rubber,14.005000114441,0.086055259206716
rubber,15.008000373840,1.0174146489541
rubber,16.010999679565,1.0105807443873
rubber,17.013999938965,0.074321178070362
rubber,18.000000000000,0.56725058458150
schott_B_270,1.0000000000000,5.3328165751177
schott_B_270,2.0030000209808,6.6723680839059
schott_B_270,3.0060000419617,0.99022449129555
schott_B_270,4.0089998245239,4.4760777851391
schott_B_270,5.0120000839233,6.7350781005289
schott_B_270,6.0149998664856,2.8413342191649
schott_B_270,7.0009999275208,2.8422890748855
schott_B_270,8.0039997100830,6.8893643718795
schott_B_270,9.0069999694824,4.7584064356385
schott_B_270,10.010000228882,1.0682674405689
schott_B_270,11.012999534607,6.1526127770299
schott_B_270,12.015999794006,6.2266594173217
schott_B_270,13.001999855042,1.4519606917897
schott_B_270,14.005000114441,4.6392921444701
schott_B_270,15.008000373840,7.1485980846167
schott_B_270,16.010999679565,4.6216387983266
schott_B_270,17.013999938965,2.0783526021761
schott_B_270,18.000000000000,6.1116053593333
silicon,1.0000000000000,5.2405789690907
silicon,2.0030000209808,1.7959821437457
silicon,3.0060000419617,3.8791540491667
silicon,4.0089998245239,4.3053291431988
silicon,5.0120000839233,1.1098813128266
silicon,6.0149998664856,5.4398342185472
silicon,7.0009999275208,0.16506282033288
silicon,8.0039997100830,4.9873188966846
silicon,9.0069999694824,2.5543799656156
silicon,10.010000228882,3.2425007770975
silicon,11.012999534607,4.7087547974975
silicon,12.015999794006,0.42498470993007
silicon,13.001999855042,5.5042443412467
silicon,14.005000114441,0.75687333541745
silicon,15.008000373840,4.4507638351507
silicon,16.010999679565,3.7834190381900
silicon,17.013999938965,1.7283711212777
silicon,18.000000000000,5.2661781694167
ST37,1.0000000000000,1.6592438676294e07
ST37,2.0030000209808,0.018775711728587
ST37,3.0060000419617,0.025041139816716
ST37,4.0089998245239,0.021058165419974
ST37,5.0120000839233,0.014793467676245
ST37,6.0149998664856,0.011131904717913
ST37,7.0009999275208,0.011103316609289
ST37,8.0039997100830,0.013443514418337
ST37,9.0069999694824,0.016109117406711
ST37,10.010000228882,0.017347719896324
ST37,11.012999534607,0.016394030935939
ST37,12.015999794006,0.013721820381247
ST37,13.001999855042,0.010988041593736
ST37,14.005000114441,0.010325647443690
ST37,15.008000373840,0.013703379264750
ST37,16.010999679565,0.021099238574634
ST37,17.013999938965,0.028475809035733
ST37,18.000000000000,0.026390639872187
STACEM_56NF01G,1.0000000000000,7.7408718667616
STACEM_56NF01G,2.0030000209808,16.705714493865
STACEM_56NF01G,3.0060000419617,26.924198900994
STACEM_56NF01G,4.0089998245239,38.281819100038
STACEM_56NF01G,5.0120000839233,50.647724857480
STACEM_56NF01G,6.0149998664856,63.674302782906
STACEM_56NF01G,7.0009999275208,77.049848588130
STACEM_56NF01G,8.0039997100830,91.150199156560
STACEM_56NF01G,9.0069999694824,102.94196441380
STACEM_56NF01G,10.010000228882,119.57725980978
STACEM_56NF01G,11.012999534607,112.60608023531
STACEM_56NF01G,12.015999794006,111.87609371326
STACEM_56NF01G,13.001999855042,109.56687895151
STACEM_56NF01G,14.005000114441,106.66366267089
STACEM_56NF01G,15.008000373840,103.08867832131
STACEM_56NF01G,16.010999679565,98.828277591427
STACEM_56NF01G,17.013999938965,93.824064585886
STACEM_56NF01G,18.000000000000,88.152776054317
sulfur_hexafluoride,1.0000000000000,4.8822639856271e07
sulfur_hexafluoride,2.0030000209808,0.018742310563480
sulfur_hexafluoride,3.0060000419617,0.024989310505058
sulfur_hexafluoride,4.0089998245239,0.021006283771541
sulfur_hexafluoride,5.0120000839233,0.014747756158784
sulfur_hexafluoride,6.0149998664856,0.011092379161834
sulfur_hexafluoride,7.0009999275208,0.011066296960312
sulfur_hexafluoride,8.0039997100830,0.013405848052421
sulfur_hexafluoride,9.0069999694824,0.016068880704555
sulfur_hexafluoride,10.010000228882,0.017304969354971
sulfur_hexafluoride,11.012999534607,0.016348838670446
sulfur_hexafluoride,12.015999794006,0.013679577588534
sulfur_hexafluoride,13.001999855042,0.010949086464964
sulfur_hexafluoride,14.005000114441,0.010290095818965
sulfur_hexafluoride,15.008000373840,0.013670313330517
sulfur_hexafluoride,16.010999679565,0.021063620751063
sulfur_hexafluoride,17.013999938965,0.028427882879133
sulfur_hexafluoride,18.000000000000,0.026325360486795
taconic_CER10,1.0000000000000,5.1102731162551
taconic_CER10,2.0030000209808,0.37663658177488
taconic_CER10,3.0060000419617,4.4766557121070
taconic_CER10,4.0089998245239,1.2075497028604
taconic_CER10,5.0120000839233,4.2274522351385
taconic_CER10,6.0149998664856,2.1090207375739
taconic_CER10,7.0009999275208,3.8960532923777
taconic_CER10,8.0039997100830,2.9344569411619
taconic_CER10,9.0069999694824,3.1530275086581
taconic_CER10,10.010000228882,3.8175773225840
taconic_CER10,11.012999534607,2.2174536120613
taconic_CER10,12.015999794006,4.4367063284154
taconic_CER10,13.001999855042,1.4837182327392
taconic_CER10,14.005000114441,4.7469215441171
taconic_CER10,15.008000373840,0.89533463555744
taconic_CER10,16.010999679565,5.0252590132745
taconic_CER10,17.013999938965,0.73935752319863
taconic_CER10,18.000000000000,5.2754405590638
